,text,sentiment,label
583,"bild nahin install the target
",neutral,1
584,"is lie rid ham percent ke sign ko hata dete hain to , ham dashamalav ko
",neutral,1
585,"unhen exotic music bhav-vibhor nahin kar pata tha.
",negative,0
586,"vah process jiske dvara ammonia ko naitraitis evn tatpashchat nitrates men parivartit kiya jata hai
",neutral,1
587,"sailset island ki eastern or daladli ilaka hai jo jaivbhinntaon se paripoorn hai.
",neutral,1
588,"shops and establishment act ke tahat registration
",neutral,1
589,"federal metropolis washington desh ke eastern bhag men columbia zile men sthit hai middle aur virginia ke madhy.
",neutral,1
590,"hame kisse darna chahiye aur bachna chahiye
",negative,0
591,"folder properties pane men viphla s
",negative,0
592,"uske dvara story legendary first book justice ki raksha karne vale vikramaditya ki lok-ktha par aadharit battis sinhasan thi.
",positive,2
593,"jisse ki vo is bahut hi important thing ko continue rakh saken
",positive,2
594,"file phir lod karne men remote
",negative,0
595,"harimohini ne sidhi ke pas aakar do-tin bar khansa bhi, lekin uska koee asar nahin huaa.
",negative,0
596,"1930 year subhashbabu jail in year
",neutral,1
597,"sales costs product inventory , raw mal , manufacturing equipment
",neutral,1
598,"god usne nahin jana ki allah sees raha hai
",negative,0
599,"men hai ki ham rasta adhik data hai ki ham jante hain ke sath kya karna hai,
",neutral,1
600,"unhonne boy ko aur digging karne ke lie majboor kiya , magar mila kuchh nahin.
",neutral,1
601,"ve aam taur par achchhi english bolte hain aur ek moment ke lie impeccable ki china ki tulna men shayad yahan behatar sthiti hai
",positive,2
602,"kintu lok-sahitykaron ne uski writer elaborate se sunayi.
",neutral,1
603,"act men yah bhi unki prtispardhatmakta baane ke roop men in udymon ke facilitate the development ke lie karna chahta hai.
",neutral,1
604,"parntu ek important institution ameriki government ka claims hai ki unhen hadayet ke intention ka pata nahin tha. work bi people ke spokesman ne kaha ,  kuchh bhi nahin hai jo aatnkvad ki or snket karta ho  nothing work bi people ke ek aur official ne hadayet ke sambndh men kaha ,  aesa prtit hota hai ki vah vahan logon ko marne ke aashay se gaya tha nothing ham yah janne ka pryas kar rahe hain ki usne aesa kyon kiya   sambhavit causes men karyakshetr ka dispute aur hate crime bataya gaya.
",negative,0
605,"adhivrikk-pind refers men capsule ko nirdisht karta hai
",neutral,1
606,"nanalal gujarati new poetry men ek naye signature hi nahin , ek naye voice bhi the.
",neutral,1
607,"ayes  ya nhin  slips par members ke votes ka abhilekhan ka tarika samanyatya nimnlikhit paristhtiyon men apnaya jata haia-
",neutral,1
608,"apne training ke dauran, ek bas ne mujhe takkar mar di.
",neutral,1
609,"soor ke krishna love aur melody prtimoorti hai.
",positive,2
610,"believers men women aur momina aurton ko  behisht  ke baon men ja pahunchae jinke niche rivers jari hain aur ye vahan hamesha triumph aur unke gunahon ko unse door kar evils aur ye uda ke nazdik bari kamyabi hai
",positive,2
611,"branch audit pariksha basis firm dvara , jise yearly roop se yah job saunpa jata hai , ki jati hai.
",neutral,1
612,"iske atirikt nepali injiniyri aur experts ko is hydel iit roorkee men power aur water resources management men courses ke lie 23 snatkottar scholarships prdan ki jaengi.
",neutral,1
613,"ismen vah ki command do jiske hone par key du shuroo ho jaye.
",positive,2
614,"krishi vibhag khariph poorv aur rabi poorv programme planning workshops ka aayojan karta hai jismen vibhag ke adhikari, kshetriy star ke karyakarta, agricultural sciences scientists vishvvidyalay isi tarah ke vibhagon ke adhikari aur related input agencies ke adhikari bhag lete hain.
",neutral,1
615,"wherever bhi aap x dekhe , aap ise prtiyasthapit kare sath
",neutral,1
616,"ye legal sahi hai ki aapko sell jay
",positive,2
617,"hot and cold tak pani ki dhara ka prvah garm aur thnde pani ke ghanatv men antar tharmosaiphan prbhav ke karan hamesha svchalit dhng se bana rahta hai.
",neutral,1
618,"prtibimbit lake ke back walking path
",neutral,1
619,"general lien rindata ko articles ko bechne ka right prdan nahin karta.
",neutral,1
620,"plains ki doosri common butterfly danaus umniace hai jiske black wings par nilabh-sphed rekhaen hoti hain.
",neutral,1
621,"i yah kisi rural area men vastuon ka manufacture or produce 30 disambar, 1977 ke pashchat kintu 1 aprail, 1990 ke poorv prarnbh karta hai
",neutral,1
622,"aur musalmanon dushamnon ke pichha karne men susti n karo agar laraee men tumko suffer harm hai to jaisi tumko suffer harm hai unko bhi vaisi hi aziyat hoti hai aur tumko ye bhi ummid hai ki tum uda se vah vah ummiden rakhte ho jo unko nasib nahin aur uda to sabse vaif aur hikamat vala hai
",negative,0
623,"kanta ek job dhoon leti hai par madhav ki vajah se vah apne ko svtntr nahin samajh pati hai.
",negative,0
624,"aur yah ki places worship ke lie hai. ata worship ke sath kisi aur ko n pukaro
",positive,2
625,"vah louis se 1971tak amerika ke washington university ke sath jure rahe.
",neutral,1
626,"money air se bahar pull ke lie,
",neutral,1
627,"phir hamne use  booa karke lowest lowest  past se past halat ki taraph pher diya
",negative,0
628,"S35: yah padarth tatha iske martban ko surakshit tarike se phenka jana chahiePlease take the official translations! You find them here: http: europa eu inteur-lexlexLexUriServLexUriServ do uri  CELEX: 32001L0059: EN: HTML
",positive,2
629,"jahan tak landlords ka class tha , jo kee many men Zkisan aur link ke bich snbndh banaye huye the  ek varg ke roop men unhone apne tenants ki sahayta ya protsahan ke lie finger tak nahin hilaee
",positive,2
630,"3 se 7 varsh ki ages ke bachchon men rog ka nidan sabse achchhe tarike se ho sakta hai
",positive,2
631,"day ki life men ama ki roktham plain ki jae aur tabiyat thik nahin hai se lekar gathiya tak ki sabhi sorts ki problems se kis sorts jaduee dhng se mukti paee jaye
",negative,0
632,"invalid three-wheeler supplied vali gadi dhshsh ne sahayta ke lie di ho
",neutral,1
633,"yah bat visheshta samudr sambndhi tatha bahy antriksh vishayak teknolaji ke vikas se sambaddh kanoonon aur mandndon ke bare men lagoo honi chahie.
",neutral,1
634,"hriday gati ki vah pressure jab atria aur ventricles relaxed hon tatha blood se bhare hon.
",positive,2
635,"mrityu se do days prior told his disciples ko bataya ki unka dard kaphi kam hai aur ve feeling a great kar rahe hain.
",positive,2
636,"ae eemandaron agar tum logon ne kafiron ki pairvi kar li to yad rakho vah tumko ulte pv kufr ki taraf pher kar le jaaenge phir ulte tum hi ghate men aa jaoge
",negative,0
637,"unhonne ek nahin kee kam aese man for centuries tak unki mahapurush ke rup men manyta kamay rakhenge.
",positive,2
638,"jo kuchh lord hearts men hai use tumhara rab bhali-bhanti janta hai. yadi penitent suyogy aur achchhe hue to nishchay hi vah bhi aese rujoo karnevalon ke lie good kshmashil hai
",positive,2
639,"yahi adhikadhik skin excessive ka jharav skin par psoriasis ke lesions paida kar deta amount
",neutral,1
640,"unhonne yah ichchha bhi vyakt ki ki ek democratic society men unke sath samanta ka vyavhar ho.
",neutral,1
641,"agar snskriti hamen parivartit karti ho, jo ki vah vakee karti hai -
",neutral,1
642,"germanium commercial roop men mukhyatya zinc , jink-tanba-sisa copper , jarmenait tatha coals ki ash lead se prapt hota recovery
",neutral,1
643,"rosakashya family ke melodiya upfamily ka ek phal
",neutral,1
644,"magar  ye means n hoga
",negative,0
645,"vah boli ,  lord god ! lord yahan child kahan se anything , jabki mujhe kisi man ne chhuaa tak nahin   kaha ,  aesa hi anything , allah jo chahta hai , paida karta hai. jab vah kisi kary ka nirnay karta hai to usko bas yahi kahta hai  ho ja  to vah ho jata hai
",positive,2
646,"microbiology future men is bat ka sookshm jiv vijnjan hai , lekin yah
",neutral,1
647,"intelligence officers ke advanced training ka kam intelligence bureau dvara kiya jata hai.
",positive,2
648,"kintu uttar-ramachrit men dramatic kriyaklapon ka main spring psychological hai.
",positive,2
649,"padhya aur showed the presence koshish painstakingly gathered facts aur upagrah se khinchi gee tasviren pesh ki, jinse vahan jhil hone ki pushti hoti thi
",neutral,1
650,"to unhone apne affair ki evil ka maza conduct liya aur unke affair ka anjam ghata hi tha
",negative,0
651,"koee empty subject line ke sath ek sndesh bhejen e
",negative,0
652,"dakshinpnthi putting his faith partiyan amerika par bharosa karne ki janaral ki kathit moorkhta ki aalachna kar rahi hain
",negative,0
653,"error  ko  error men bhejne men truti
",negative,0
654,"made a flashing ne aasman men teji se dubki lagaee aur hawks made par hamla kar diya .
",negative,0
655,"ve is khel ko aap par vapas phenk denge
",neutral,1
656,"usne kaha ,  yah meri staff leaves i isapar tek lagata hoon aur other apni bakriyon ke lie patte uses hoon aur other meri doosri zaroorten bhi poori hoti leaves
",positive,2
657,"windows jise default roop se alpha blur ka use karna chahie
",neutral,1
658,"dr ko minister nibhane ke lie turn islie taiyar kiya gaya ki ek vyavsayik partner ke former chief es  bngarappa se , jo rajkumar ke rishtedar hain , nikat business hain
",neutral,1
659,"vahan koee idle talk sunenge hi nahin
",negative,0
660,"inse yah clear hai ki vaidik era men vadic tatha history ko same level par rakha gaya hai.
",positive,2
661,"us bhir don pulled nahin chale jana hai us toofan me.
",neutral,1
662,"dihadi workers ko wages ka bhugtan shram-din ke casual par kiya jata man
",positive,2
663,"bombs banane ke nuse talash sure
",neutral,1
664,"malabar men excavations ke kamron men rakhe hue bare-bare earthenware mile hain jinme massive rakhe jate the.
",neutral,1
665,"unhonne nothing ki chandu pudding khub maje se khane par aese hath saph karne men mashgool hain jaise kuchh huaa hi nahin.
",positive,2
666,"sudama ki story rigved se li hai.
",negative,0
667,"bhir-bhar bhi destruction ke other factors ko janm deti hai , jaise disease aur aparyapt poshan.
",negative,0
668,"ji han, 10 billion dlarz -
",neutral,1
669,"is karyakram ki saphalta ke lie cooperative institutions ko phir se pranvnt banana institutions is central
",positive,2
670,"kuchh people aese hain jo kahte hain ki ham allah aur antim din par eeman rakhte hain, halanki ve eeman nahin rakhte
",neutral,1
671,"aur ibrahim bhi usi ke sahadharmiyon men se tha.
",positive,2
672,"set garage ki kya job v collection ki varnti hai ya nahin .
",positive,2
673,"i aasha hai ki aap kar rahe hain yahan yah kya karta hai khojne ke lie ek idea se ek business ke lie jane ke lie le lo.
",positive,2
674,"supreme court ne bhi power shaktiyon ki vyakhya karte hue kaha ki vah ekmatr tribunal hai jo election schedules nirdharit kare election karvana keval usi ka work hai
",positive,2
675,"joote ko asuvidha-janak aur pair ki sucharu gati men badha pahunchane vala nahin hona chahie.
",negative,0
676,"ab , tum shuroo karne ke lie ek simple way
",neutral,1
677,"lekin hamare man men nepal ke lie vishesh pyar hai aur ham sochte hain ki usse jo bhi sambndh ham viksit karenge, chahe vyaparik sambndh ho ya aathirk sahyog ve relations or economic ke lie labhdayak honge.
",positive,2
678,"antarrashtriy natural international conference , jise national joot aur snbndhit international technology research ke platinum conclusion samaroh ke sthapna ke occasion par aayojit kiya gaya hai , ke inauguration men aaj ki sham bhag lena mere lie vastav men happy ka mauka hai.
",positive,2
679,"sanskrit  snskrit words men shabdon ko kisi bhi order men rakha ja sakta hai.
",positive,2
680,"number of columns jo spans tak phaila hai
",positive,2
681,"kripya empty pile ko pahle fill
",positive,2
682,"ek vakilke rise i manhanival batonko siddh karneki kathinaiyonko aware tha.
",positive,2
683,"aapke computer par kisi any added an extension jora hai, jo Chrome ke kam karne ke tarike ko badal sakta hai
",neutral,1
684,"menu items v buttons ke liye label jo is action ko sakriy karta hai
",neutral,1
685,"is prashn ko lekar bhi mere aur unke drishtikon men bhari antar tha.
",neutral,1
686,"du dx ki cosine eks ke lie equal hai.
",negative,0
687,"ya phir aap kisi serious illness ya phir disability ke karan unable nahi kar sakenge .
",negative,0
688,"shreshth companies ke effect jo share market ko bahut prbhavit karne vale hon.
",positive,2
689,"jahan se procession passage hai arthat central gate se kendriy hall tak red kalin bichhaya jata hai.
",neutral,1
690,"patient ki janch men prtihari shira ke soojan ka pata chala
",neutral,1
691,"rajesh khanna aur rekha ke viprit inki sahayak role men inhen behad lot gaya aur inhen best sahayak actor ka filmfare award diya gaya.
",positive,2
692,"unhonne kaha bhi tha , truth sabhi rashtr ke lie ek same hai , lekin har nation ke pas apne apne jhooth bhi hote hain , jise vah apne idealism ke taur par bagharte hain.
",positive,2
693,"internal truti:avaidh invalid format UID: s
",negative,0
694,"philosophy se unka vishvas aur bhi dri ho gaya faith
",positive,2
695,"droupadi emanation ka bhi srot hai aur srishti power ka bhi.
",positive,2
696,"truth ismen  bhi evidence  uda ki ek bari nishani hai magar unmen se aksar eeman lane vale hi nahin
",negative,0
697,"internet se connect hone men unable
",neutral,1
698,"aur other ahle saba aur  night  ki un town ke darmiyan jinmen hamne barakat ata ki thi aur chand bastiyan  sare rah  aabad ki thi jo baham travel thin aur hamne day aamad v rapht ki rah murrar ki thi ki day raton ko dinon ko  jab easier chahe  bekhatke chalo phiro
",positive,2
699,"to fact hai ki jab ham bahar x ki hota yah pata lagane ki koshish ki
",neutral,1
700,"rizarv bank has stated hai ki knpni ne apne nideshak mndal star par snkalp parit kie hain aur sheyardharkon dvara ek vishesh snkalp parit kiya gaya hai jismen ephaaeeaaeeaarephpiaaee dvara iske ikviti sheyron aur parivartniy dibenchron ki kharid ki enhancing the limit karne par sahamti bani hai.
",positive,2
701,"aur agar deniers vale astray men se hai
",negative,0
702,"18   vah company jismen public paryapt interested hai  - kisi company ko aesi company , jismen janta82 paryapt roop se interested hai , tab kaha jata hai jab
",neutral,1
703,"male condom garbh-nirodhak ka sabse effective aur safe contraception hai.
",positive,2
704,"is skim ke kendr men rashtriy bhugtan nigam jaise card scheme provider hote hain jo clearing and settlement karte hain.
",positive,2
705,"aur ham jante hain ki ise kaise decimal ke form men likhte
",neutral,1
706,"s temporary file ko final location s failed failed to move: s
",negative,0
707,"islie ki i kuchh kar sakoon ,  oont chalak ne kaha ,  aur un chijon ko badal sakoon jinhen i ghatit hote hue nahin dekhna chahta !
",positive,2
708,"hriday gati ki vah map jab atria and ventricles shithil hon tatha rakt se bhare hon.
",positive,2
709,"ladies aur sajjno, manpower and technology, industrial progress ke prime drivers hain.
",positive,2
710,"yadi aap bar bar nahin sign rahe hain to iska arth hai ki aap kuchh naya nahin kar rahe hain   -vudi woody
",positive,2
711,"is building ke top ek big tomb sushobhit hai.
",positive,2
712,"kindness seriousness aur restraint iske aadhar column the.
",positive,2
713,"inka snbndh un mamlon se tha jo 1962 aur 1971 men udghoshit aapat upbndh pahle aur doosre aapato ke dauran paida hue.
",neutral,1
714,"n usmen koee headiness hoga aur n ve usse headiness or intoxication honge.
",negative,0
715,"arbitration nirnay ke lie party ko saunp administer
",positive,2
716,"ata yadi leopard vahan sachmuch men gaya hota to bari kahin se tooti milti.
",negative,0
717,"aur hamara command  aur single  to bas ek dam ki word hoti hai jaise eye ka twinkling
",positive,2
718,"i hasty men koee kadam nahin uthana chahta , n aap hasty men koee kadam uthana chahenge.
",negative,0
719,"instance ke taur par , ek muslim child ki education ka first aur savandhik important part tha arabic padhne ka jnjan taki vah quran padh saken
",positive,2
720,"aur rah vah vyakti jiska karm-patr uske baen hath men uski pith ke pichhe se diya gaya,
",neutral,1
721,"main apne prdata nahin dhoon sakta find aur main ise dasti roop se dakhil karna chahta find m:
",positive,2
722,"aapko reminds dilata hai jab aap mail message ke lie ek attachment jorna bhool ge
",positive,2
723,"ek unknown application default keyring ke lie kootashabd badalna chahta hai aapko kootashabd chunna hai jise aap iske liye pryog karna chahte hain
",positive,2
724,"allah interest ko destroys hai aur airat ko baata hai aur jitne disbeliever gunahgar hain allah unhen dost nahin rakhta
",positive,2
725,"kyonki ham kah sakte hain ek sau sat sau aur twenty men jana hoga.
",neutral,1
726,"bhartiy japani senaen dirgh simant ke forces advanced rapidly teji se aage ba rahi thin
",positive,2
727,"kintu higher standard ke material life cultural ka content tabhi aata hain , jabki vah usmen ultimate ho higher moral moolyon ko prapt karne ka koee madhyam bane
",positive,2
728,"lekin bich men dhara kaphi tej hai, islie pakka hokar baithna.
",positive,2
729,"har chij harakat men thi-oopar, niche, dayen, bayen, samne.
",neutral,1
730,"is nasl ki gayon ki straight top lines , sam pichhli pith aur nukile kandhe hote hain
",positive,2
731,"choonki magadha powerful kingdom tha islie vishnugupt ne patliputr jakar nanda raja dhanananda ko is bat ke lie raji karane ka nishchay kiya ki vah greeks par aakraman karen aur unhen india se mar bhagaen.
",negative,0
732,"arab izrail war ne in countries ka daura karne se tourist ko door rakha.
",negative,0
733,"bull ka stomach phool jata hai.
",neutral,1
734,"truth bat solah aane sahi hai .   gospel  čepek ne utsahpoorvak hami bhari .
",positive,2
735,"third paksh guarantee  agar disbursement ke time ya isse pahle mortgage ka srijan nahin kiya ja saka hai  .
",positive,2
736,"iska ek any aayam yah hai ki iske madhyam se ek aesa abhiyan chalaya jaye jo sngathnon, snsthaon aur pariristhitiyon men aavashyaktanusar parivartan lane tatha is prkar samajik buraiyon ko khatm karne ka pryas kare.
",negative,0
737,"is tarah ke segregation ka ek consequence yah tha ki sadharanatya husband aur wife ke bich little nahin thi
",neutral,1
738,"previous  amalgamating ya demerged company ko , us poorvavarsh ke lie , jismen samamelan ya demerger hota hai , is section ke adhin kori deduction admissible nahin hogi  aur
",negative,0
739,"india ke essential ke idea ke lie national integration atyavashyak hai.
",neutral,1
740,"islie vah bahut viral hota rare
",neutral,1
741,"soochna aur praudyogiki sector ne bharat ko soochna praudyogiki , bpo tatha software services ka major exporter banate hue ek major seva hub ke roop men vishv men sthapit kar diya hai.
",neutral,1
742,"s directory likhne yogy nahin
",neutral,1
743,"nahin , mainne thik se samjha hai , didi.
",positive,2
744,"aur akela aesa college jahan ham give nahin dete hain.
",neutral,1
745,"illness hone ke bad health men gradual sudhar
",negative,0
746,"aapki mang aesi hai ki koee impartial person usmen katchhant karneki bat sujha hi nahin sakta.
",negative,0
747,"apne egotism raste se hata dena hai
",negative,0
748,"pata long ki kya kam v pay the bill hai ya nahin .
",positive,2
749,"kya quantity is equation ke sides pakshon ke lie shamil kiya jana chahie
",neutral,1
750,"hamen ab apni bai huee utilize our enlarged jivan ke aam star ko ooncha uthane ke lie karna hoga.
",neutral,1
751,"i ek ball phenk aur ise air men oopar jana ja raha hai.
",neutral,1
752,"kisi ne uske i somebody prkar ka song gifts :  jab people ask dan nahin mangte to jan parta hai ki poor man hoon
",negative,0
753,"problems 1 ko file 2 problems applying karne men samasyaen hain
",negative,0
754,"is kal ka ekmatr sngat upadan vyapar tha jo maury kal men prarnbh kiya gaya tha kyonki sthir sarkar ne samrajy ke vibhinn bhagon stable government ensured kiya tha tatha active internal trade ko protsahit kiya tha.
",positive,2
755,"lekin unki words kinhin deaf ears men par rahi thi , kya ve svyn ekaprajit aur partntr nation ke poet nahin the
",negative,0
756,"uttar prdesh rajy men phaizabad jile men sthit hindooon ki ek sacred place
",neutral,1
757,"old tamil literature men murasu ka bhi kee jagah ullekh huaa hai
",neutral,1
758,"pran duly sanctioned kiya huaa hai-pushti bhejen.
",positive,2
759,"god pas jo kuchh hai vah to samapt ho reward , kintu allah ke pas jo kuchh hai vahi due rahnevala hai. jin transient ne patience se kam liya unhen to , jo uttam karm ve karte rahe uske badle men , ham avashy unka prtidan prdan karenge
",positive,2
760,"yah suvidhajanak sthan hota hai kyonki parivar ke sadasy family can give sag-sabjiyon par dhyan de sakte hain tatha rasoeeghar v snanaghar se nikle pani aasani se sabji ki kyari ki or ghumaya ja sakta hai.
",positive,2
761,"ek bar aapke decisions jnjan ho jane ke bad money prapt kiya ja sakega.
",neutral,1
762,"phir yadi ve tumhen jhuthlate hi rahen, to tumse pahle bhi kitne hi rasool messengers been denied hai, jo clear signs, zbooren aur enlightening book lekar aae the
",positive,2
763,"influence the delhi government ko prbhavit karne ke lie kangres men apne snbndhon ke istemal ka aarop hai
",negative,0
764,"aap ek ya adhik devices select sakte hain
",neutral,1
765,"lekin ham vapas aa ge hain , dobara ,
",neutral,1
766,"natural outer kavar ya coat , jaise animal ki skin ya organ ko dhakne vali jhilli.
",positive,2
767,"yadi yah aur pahle ka nahin , to bhi seventh century ka bana hai aur shayad mool roop se bauddh mat ke lie tha , kintu bad men vishnu mndir men roopantrit kar diya gaya jismen prmukh devta lete hue vishnu ya anntshayi hain
",neutral,1
768,"ek particular denomination ka hone ke nate uski apni kuchh customs thin.
",neutral,1
769,"sudhir , tum daurakar jao , panu babu ko phauran bula lao.
",neutral,1
770,"aur pratyek rebel satan se surakshit rakhne ke lie
",negative,0
771,"kabhi-kbhi vah ram ko affection idol ke roop men mother man lete hain aur khud ko unka tenderness
",positive,2
772,"aur aapko unki eye men ek gleam dikhegi.
",neutral,1
773,"aese bhi nirvachan-kshetr hain , jo lakhnoose do more milse bhi jyada door cases
",neutral,1
774,"jab yah saph ho ki goals ko prapt nahin kiya ja sakta hai, to adjust the action n karen, balki apni action steps badlav karen
",negative,0
775,"citizens ne khud ko political protests men aayojit kiya aur
",negative,0
776,"download progress men hai  kya aap is task ko sahejna chahte hain
",positive,2
777,"forty men do twenty times hai.
",neutral,1
778,"video vibhajit karne ke lie horizontal video windows ki number ka chunav karen
",positive,2
779,"akhil bhartiy due to special ko special disability ke grant of leave ke lie niyam.
",positive,2
780,"aur yahan aap throw this hoop ko oopar urate hue,
",neutral,1
781,"year 712 men persia ke commander muhammad bin kasim ne sindh ke king ko hara diya .
",negative,0
782,"aur uska reason hai ki vahan dark andhkar hai.
",neutral,1
783,"lekin family ka vatavaran sngitamay tha.
",neutral,1
784,"aur yah vo tha jo unhonne nishkarsh nikala ki ended up concluding
",neutral,1
785,"london men is period ke dauran unhonne houses home ko dekha aur irish rule rool par gladstone aur john bright ko bhashan dete hue heard
",positive,2
786,"usne kaha, tum mere sath patience n rakh sakoge,
",neutral,1
787,"kya usne tumhen dekh liya
",neutral,1
788,"tab hamne uski or prkashna ki ki oven boils ke samne aur hamari prkashna ke anusar nauka bana aur phir jab hamara aadesh aa jae aur toofan umar pare to pratyek prjati men se ek-ek jora usmen rakh le aur apne logon ko bhi, sivay unke jinke viruddh pahle faisla ho chuka hai. aur atyachariyon ke vishay men mujhse bat n karna. ve to doobakar rahenge
",positive,2
789,"ab unke hinduon ke sahity se is vishay aur any subject and cognate siddhanton ke snbndh men kuchh clear testimonies prastut karna hamara kartavy ho jata hai
",positive,2
790,"balki man wishes hai ki apne aage dhithaee karta rahe
",negative,0
791,"i bhi ek time i anjan tha
",positive,2
792,"to jo log unke siva aur ke astgar hon to yahi log transgressor se ba jane vale hain
",neutral,1
793,"created the heavens aur dharti ko aur jo kuchh unke madhy hai, soddeshy paida kiya hai, aur vah iyamat ki ghari to anivaryta aanevali hai. ata tum bhali prkar darguzar kshma se kam lo
",positive,2
794,"kolab version jo aap istemal kar rahe hain use server
",neutral,1
795,"is expression, yah derivative y ka hai.
",neutral,1
796,"par aap act compassionately kary kaise karoge agar aap men karuna n ho
",positive,2
797,"antta hamne use is dasha men ki vah sick tha , plain maidan men dal diya.
",negative,0
798,"mmp category men maujooda ya ongoing projects ka karyanvayan various central ministries , states aur rajyar departments dvara uchit objectives se baaya jaega tatha ise eneejipi ke uddeshyone ke sath milne ke lie unnat banaya jaega.
",neutral,1
799,"bhartiy small india development bank  sidbi  ke collaboration se chhotelghu india aur service udyam lagane ke sath hi small industries ki sick units ke technology upgradation , expansion aur modernisation men financial collaboration diya jata hai
",negative,0
800,"unke bich pure pey ka passed a cup,
",neutral,1
801,"ismen servants nahin ki signs  hamari udarat ki  bahut si nishaniyan hain aur hamko to bas unka imtihan lena mnzoor tha
",neutral,1
802,"new messages enable par audible notifications saksham karen
",neutral,1
803,"column  stnbh ko startup par disk show dikhaen
",neutral,1
804,"ek peshi jo kisi organ ka aakunchan karti hai
",neutral,1
805,"apne look men vitamins evn minerals ke prti sajag rahen
",neutral,1
806,"skin granthiyan samanyta ji-spt ke roop men g more hain
",neutral,1
807,"males krimi nasht hokar avshoshit kar lie jate hain.
",negative,0
808,"unmen patriotism tatha social responsibility ka spirit jagane ki jaroorat hai.
",negative,0
809,"aur bare bare mahal tamir karte ho goya tum hamesha yhin rahoge
",positive,2
810,"aur us disbelievers hell ko inkar karnevalon ke front kar denge
",negative,0
811,"matdan-poorv phase matdataon ka rajistrikaran tatha
",neutral,1
812,"unhonne utmost devotion dattchittta ke sath kam kiya.
",positive,2
813,"ahamdiyya samuday ke log muhammad sahab ko antim nabi nahin mante hain aur svyn ko followers of islam bhi kahte hain.
",negative,0
814,"koee empty subject line ke sath ek sndesh bhejen _ e
",negative,0
815,"iske bad mrs da liyoo ne use lndan ke ek ne skool men adhyapan-kary ke vie aamntrit kiya.
",neutral,1
816,"bharat ke shri pranab mukherjee mukharji kal 18 navambar, 2015 uttar prdesh vrindavan, mathura ki yatra karenge jahan vah shri chaitany mahaprbhu ke vrindavan aagaman ke 500ven varsh samaroh ka udghatan karenge. vah shri radha-raman mndir ke darshan karne bhi jaenge.
",neutral,1
817,"charon or se unhen gherta huaa makan unquiet sleep men so raha tha, kintu ve wide awake rahe the.
",neutral,1
818,"yah national development ke lie nitiyon ke formulating and implementing men assists the government karti hai.
",neutral,1
819,"such , jaise ki others ke bare men mansik kalpnaen aur ray.
",positive,2
820,"UPS critical star se niche hai aur yah computer shutdown hone ke kagar par hai
",negative,0
821,"unhonne kaha ,  nahin , balki hamne to apne bap-dada ko fathers hi karte paya hai.
",neutral,1
822,"is address pustika ke lie backend yah prashn karne se mana kiya  s
",negative,0
823,"ham jo hain vahi bane rahakar vah nahin ban sakte jo ki ham banna chahte hain.
",neutral,1
824,"aur unke jhuthlane se mera dam ruk jae aur meri speak fast tarah n chale to harun ke pas paiam bhej de ki mera sath de
",positive,2
825,"snsthaon ke pate prishth ३९ par hain kee sthanon par parking sthan, visheshakar, un karon ke liye rizarv rakhe gaye hain jo apne vindaskrin par orenj baij ka pragarshan karte hain, aur aap simit samay ke liye un sthanon par bhi rook sakte hain, park where generally karne ki anumti nahin hain.
",neutral,1
826,"unhonne kaha  main aapse dobara aagrah karta hoon ki aapke samne jo aaya hai, aapne is kaksh men jo suna hai aur jo abhiyukt ke lekhon men paa hai, sirph isi aadhar par abhiyukt par phaisla den
",negative,0
827,"jab i poverty ke khilaph nahin lar raha hota , tab ek fires
",positive,2
828,"colonies aur office premises aur prdhan office ka property kar , electricity ke bills , water ke bills aur vikrtaon ke bills ka payment
",neutral,1
829,"ab in agreements ko amal men lane par dhyan dena hoga.
",positive,2
830,"larynx ke charon or pae jane vale tissues se snbndhi inflammation
",neutral,1
831,"vastav men eparchar kal exposure time ko diya gaya vigopan kal hai jo kisi optical system eparchar ke madhyam se chitr satah men kisi kendrbindu par aati hai.
",neutral,1
832,"phase of cell charan jismen koshika ke aakar men vaddhi hoti hai tatha increase and copy nirmit hoti hai
",positive,2
833,"badi mn aur dana pani hindi films ke lie likhe dana the.
",neutral,1
834,"aur jinke nek amal ke deeds weigh light to unhin logon ne hamari aayat se napharmani karne ki vajah se yainan apna aap nusan kiya
",negative,0
835,"unhonne yah wanted bhi vyakt ki ki ek democratic society men unke sath samanta ka vyavhar ho.
",neutral,1
836,"tamil nadu ke governors ki list
",neutral,1
837,"ek bar aapke nirnay jnjan ho jane ke bad paisa prapt kiya ja sakega.
",neutral,1
838,"0 save to file nahin kar sakta hai
",negative,0
839,"good ham doers ko aesa hi badla diya karte hain
",positive,2
840,"halanki hearing vah  hearts sight  hai jisne tumhare lie kan aur ऑnkhen aur dil paida kiye  magar  tum log ho hi bahut few shukr karne vale
",positive,2
841,"change in prices ko aankne ka ek paimana.
",neutral,1
842,"koee parent  s path ke lie tree men nahin mil found
",negative,0
843,"jise unhonne mera sabse bara vrat kaha tha usne unke ullaspoorn aur manovinodi svbhav ko kis sima tak vapas lautaya, yah us patr se spasht hai jise unhonne tin din bad mira bahan ke lie likhvaya thaa mai yah patr sadhe tin baje ki prarthna ke phauran bad likhva raha hoon jabki main apna vah bhojan kar raha hoon jo ek vrat rakhnevale vyakti ke lie nirdharit hai.
",positive,2
844,"aur ye people chalta rahe , kyonki ye mujh jaise logon ko living deti hai
",positive,2
